EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,JobLevel,MonthlyIncome,PercentSalaryHike,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,Attrition_Numeric,Tenure_Band
1376,36,Male,Married,Research & Development,Research Director,1,Medical,Travel_Rarely,27,2,5182,18,No,14,7,2,2,0,3,2,0,3,4,2,3,3,No,0,7+ yrs
1377,48,Male,Single,Research & Development,Manufacturing Director,2,Medical,Travel_Rarely,1,3,5775,13,No,9,3,2,0,0,2,4,1,2,1,3,4,3,No,0,2-3 yrs
1378,25,Female,Married,Research & Development,Laboratory Technician,3,Technical Degree,Travel_Rarely,4,4,9872,18,Yes,14,12,4,2,1,0,0,1,4,3,2,4,3,Yes,1,7+ yrs
1379,32,Female,Single,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,2,4,10552,11,No,3,1,0,1,0,1,5,1,4,3,4,2,3,No,0,0-1 yrs
1380,35,Male,Married,Research & Development,Manufacturing Director,3,Medical,Travel_Frequently,22,3,5526,17,No,8,3,2,1,3,1,4,0,3,4,2,3,3,No,0,2-3 yrs
1381,40,Male,Divorced,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,3,3,6734,15,No,16,14,3,0,3,1,2,2,1,2,4,3,3,Yes,1,7+ yrs
1382,47,Female,Divorced,Research & Development,Research Scientist,1,Life Sciences,Travel_Rarely,9,3,5758,17,No,2,1,0,1,0,1,2,0,4,3,3,4,3,Yes,1,0-1 yrs
1383,26,Male,Divorced,Sales,Sales Executive,3,Human Resources,Travel_Rarely,1,1,6513,14,Yes,7,1,1,0,1,2,0,0,1,2,3,3,3,No,0,0-1 yrs
1384,43,Female,Married,Research & Development,Laboratory Technician,3,Other,Travel_Rarely,18,3,7321,21,Yes,6,2,2,2,1,1,6,0,3,4,3,1,3,No,0,2-3 yrs
1385,45,Female,Married,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,4,5,10345,16,No,17,10,7,0,3,7,3,1,1,4,3,3,3,No,0,7+ yrs
1386,44,Male,Single,Research & Development,Laboratory Technician,4,Other,Travel_Rarely,1,3,7162,16,No,8,3,1,0,2,2,0,2,3,2,3,2,3,No,0,2-3 yrs
1387,36,Female,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,23,1,3299,11,Yes,20,14,2,0,2,6,2,1,1,2,2,3,3,No,0,7+ yrs
1388,27,Male,Married,Research & Development,Research Director,3,Technical Degree,Travel_Frequently,7,1,4173,18,Yes,13,11,7,0,3,3,1,2,1,3,4,2,3,Yes,1,7+ yrs
1389,39,Male,Single,Sales,Sales Executive,3,Human Resources,Travel_Rarely,16,2,4673,19,No,5,1,0,1,1,2,6,2,3,2,3,4,3,No,0,0-1 yrs
1390,21,Male,Divorced,Research & Development,Laboratory Technician,3,Marketing,Travel_Frequently,4,2,6696,19,No,16,11,3,2,6,2,0,0,4,3,2,3,3,No,0,7+ yrs
1391,35,Male,Married,Sales,Sales Representative,3,Marketing,Travel_Rarely,3,1,4860,18,No,13,6,0,0,5,6,2,0,2,3,3,2,3,No,0,4-6 yrs
1392,48,Male,Married,Research & Development,Manufacturing Director,4,Medical,Travel_Rarely,1,2,4699,17,No,2,0,0,0,0,5,2,0,2,1,4,3,3,Yes,1,0-1 yrs
1393,39,Male,Married,Sales,Manager,1,Other,Travel_Rarely,3,3,6992,13,No,3,1,1,1,1,3,5,0,4,2,4,4,3,No,0,0-1 yrs
1394,49,Male,Married,Research & Development,Research Scientist,3,Technical Degree,Non-Travel,4,3,9131,17,Yes,3,2,2,1,1,4,2,1,4,3,3,3,3,Yes,1,2-3 yrs
1395,41,Male,Single,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,11,2,7310,11,No,11,6,0,5,0,4,4,0,1,3,3,3,3,Yes,1,4-6 yrs
1396,31,Male,Married,Sales,Manager,4,Marketing,Travel_Rarely,4,1,1439,18,No,16,9,0,2,0,2,3,2,2,2,3,3,3,No,0,7+ yrs
1397,28,Male,Divorced,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,14,2,6468,13,No,4,2,2,2,2,2,2,1,3,2,3,4,3,No,0,2-3 yrs
1398,39,Female,Married,Research & Development,Manufacturing Director,4,Medical,Travel_Rarely,1,5,9702,11,Yes,3,2,0,1,2,4,4,0,2,4,3,4,3,Yes,1,2-3 yrs
1399,46,Female,Married,Sales,Sales Representative,4,Technical Degree,Travel_Rarely,3,2,5211,18,No,3,0,0,0,0,4,3,2,3,4,3,4,3,No,0,0-1 yrs
1400,42,Male,Single,Research & Development,Research Director,3,Marketing,Travel_Frequently,1,1,5647,12,Yes,8,8,2,2,1,5,2,1,3,4,3,3,3,No,0,7+ yrs
1401,42,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Non-Travel,2,3,8246,14,No,2,0,0,0,0,1,2,1,4,2,2,1,3,No,0,0-1 yrs
1402,40,Male,Single,Sales,Sales Executive,1,Medical,Travel_Frequently,1,2,5392,14,Yes,10,3,1,3,0,2,4,2,3,1,4,3,3,Yes,1,2-3 yrs
1403,46,Male,Divorced,Research & Development,Research Scientist,4,Human Resources,Non-Travel,7,2,6358,15,No,39,33,1,3,14,0,1,2,4,4,2,1,3,No,0,7+ yrs
1404,37,Male,Single,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,1,1,3677,15,No,4,1,1,0,0,1,5,0,1,3,3,2,3,No,0,0-1 yrs
1405,28,Male,Married,Research & Development,Manufacturing Director,3,Other,Non-Travel,23,1,3966,21,No,5,2,2,2,0,2,2,0,3,3,2,3,3,No,0,2-3 yrs
1406,37,Female,Single,Research & Development,Research Scientist,3,Technical Degree,Non-Travel,9,3,6918,19,No,11,8,0,0,2,0,0,0,3,2,4,3,3,No,0,7+ yrs
1407,43,Female,Divorced,Research & Development,Research Scientist,5,Other,Travel_Rarely,5,2,6475,13,No,15,8,6,4,3,2,2,1,2,1,1,1,3,No,0,7+ yrs
1408,33,Female,Married,Research & Development,Research Director,1,Life Sciences,Travel_Frequently,10,3,7699,11,No,5,5,0,0,0,3,2,1,2,3,2,3,3,Yes,1,4-6 yrs
1409,33,Female,Single,Human Resources,Human Resources,2,Medical,Travel_Frequently,3,3,9613,20,No,7,4,0,3,0,2,4,1,4,4,2,2,4,No,0,4-6 yrs
1410,35,Female,Married,Sales,Sales Executive,5,Life Sciences,Non-Travel,1,5,12344,11,No,14,8,1,2,3,6,2,1,4,4,3,3,3,No,0,7+ yrs
1411,46,Male,Single,Research & Development,Research Scientist,4,Marketing,Travel_Rarely,4,1,2809,19,No,12,9,2,0,1,1,2,1,1,4,4,4,3,No,0,7+ yrs
1412,52,Female,Married,Research & Development,Manufacturing Director,5,Marketing,Travel_Rarely,9,3,7565,14,No,9,6,4,0,3,0,1,1,4,4,4,3,3,No,0,4-6 yrs
1413,36,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,1,2,5298,12,No,5,2,0,0,2,1,2,0,4,4,2,2,3,Yes,1,2-3 yrs
1414,49,Female,Divorced,Sales,Sales Executive,3,Other,Travel_Rarely,24,1,5936,15,No,16,12,10,2,4,4,3,0,3,3,3,3,3,No,0,7+ yrs
1415,28,Male,Married,Sales,Manager,3,Other,Travel_Rarely,4,5,11095,19,Yes,6,0,0,0,0,4,1,2,4,1,4,2,4,No,0,0-1 yrs
1416,25,Female,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,1,2,8006,15,No,17,12,7,0,5,4,2,1,3,1,3,3,3,No,0,7+ yrs
1417,31,Male,Married,Sales,Sales Representative,3,Marketing,Non-Travel,10,1,6786,11,No,11,5,0,4,1,6,3,3,3,4,3,3,3,No,0,4-6 yrs
1418,35,Male,Divorced,Research & Development,Manufacturing Director,4,Marketing,Travel_Rarely,10,2,5162,15,Yes,7,2,2,2,2,1,3,0,1,2,3,3,3,Yes,1,2-3 yrs
1419,29,Female,Divorced,Sales,Sales Representative,2,Medical,Travel_Frequently,15,5,10698,13,No,1,1,1,1,0,3,4,0,4,4,4,2,3,No,0,0-1 yrs
1420,50,Female,Divorced,Research & Development,Research Director,2,Other,Travel_Rarely,2,1,4357,19,Yes,5,0,0,0,0,6,1,1,3,3,3,2,3,No,0,0-1 yrs
1421,33,Male,Divorced,Research & Development,Laboratory Technician,2,Other,Travel_Rarely,3,1,3354,11,Yes,9,9,4,5,3,5,3,2,1,2,3,3,3,No,0,7+ yrs
1422,25,Male,Single,Sales,Sales Executive,5,Other,Travel_Rarely,7,2,4201,15,No,8,2,2,1,0,3,4,2,4,4,4,4,4,Yes,1,2-3 yrs
1423,32,Male,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,12,4,9113,21,No,2,2,0,0,2,1,3,2,2,1,3,1,3,Yes,1,2-3 yrs
1424,49,Female,Single,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,11,3,5497,18,No,6,1,1,1,0,2,1,0,3,4,4,3,3,No,0,0-1 yrs
1425,40,Female,Married,Sales,Sales Executive,2,Marketing,Travel_Rarely,10,3,10702,11,Yes,28,21,0,6,2,2,5,0,1,1,3,3,4,Yes,1,7+ yrs
1426,35,Female,Single,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,4,1,5157,11,Yes,6,0,0,0,0,2,6,1,3,2,1,4,3,No,0,0-1 yrs
1427,45,Female,Married,Sales,Manager,2,Marketing,Travel_Rarely,8,1,4600,16,No,4,2,2,1,0,4,6,1,1,1,1,4,4,Yes,1,2-3 yrs
1428,23,Female,Divorced,Sales,Manager,3,Life Sciences,Non-Travel,11,1,4847,16,Yes,12,9,9,1,9,2,3,1,4,3,4,2,3,Yes,1,7+ yrs
1429,40,Male,Divorced,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,10,2,5018,18,No,1,1,1,1,1,2,2,0,2,4,2,1,3,No,0,0-1 yrs
1430,40,Male,Single,Human Resources,Human Resources,2,Human Resources,Travel_Rarely,6,3,7948,18,Yes,9,4,2,1,4,3,4,0,4,3,3,2,3,No,0,4-6 yrs
1431,35,Female,Divorced,Sales,Sales Representative,2,Marketing,Travel_Rarely,2,4,11124,19,No,8,2,1,2,2,1,2,2,3,4,3,3,3,No,0,2-3 yrs
1432,30,Female,Married,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,3,2,6580,17,Yes,8,3,0,2,1,3,3,0,2,1,2,4,3,No,0,2-3 yrs
1433,34,Female,Married,Research & Development,Research Scientist,2,Other,Travel_Rarely,2,5,12792,15,No,29,22,4,0,0,0,0,1,3,1,4,3,3,No,0,7+ yrs
1434,34,Male,Married,Sales,Sales Representative,3,Human Resources,Travel_Rarely,10,2,3848,18,No,4,0,0,0,0,1,2,3,4,2,3,1,3,No,0,0-1 yrs
1435,49,Male,Married,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Frequently,3,1,4859,11,No,12,6,0,1,5,1,3,0,3,3,3,3,3,No,0,4-6 yrs
1436,34,Female,Married,Sales,Sales Executive,5,Marketing,Travel_Frequently,10,2,3905,14,No,6,5,1,2,5,1,2,1,4,4,3,3,3,No,0,4-6 yrs
1437,41,Male,Married,Sales,Manager,2,Life Sciences,Travel_Rarely,1,3,7634,11,No,9,6,5,0,5,1,3,0,1,1,3,3,3,No,0,4-6 yrs
1438,26,Female,Divorced,Research & Development,Research Scientist,4,Technical Degree,Travel_Rarely,29,1,4286,19,Yes,3,2,0,2,1,2,5,1,1,1,4,3,3,Yes,1,2-3 yrs
1439,41,Female,Married,Research & Development,Laboratory Technician,3,Human Resources,Travel_Rarely,6,1,5383,15,No,11,9,3,2,2,3,5,1,4,2,3,3,3,No,0,7+ yrs
1440,23,Male,Single,Research & Development,Research Scientist,3,Technical Degree,Travel_Frequently,2,3,8005,12,No,0,0,0,0,0,1,1,1,2,1,2,3,3,No,0,0-1 yrs
1441,41,Male,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,2,5,11341,15,No,2,1,1,0,0,3,4,0,3,4,4,1,3,No,0,0-1 yrs
1442,32,Male,Married,Research & Development,Manufacturing Director,4,Technical Degree,Travel_Frequently,3,3,7961,11,No,5,1,1,1,1,4,4,0,2,4,2,2,3,Yes,1,0-1 yrs
1443,39,Male,Married,Sales,Sales Representative,3,Other,Travel_Rarely,9,5,10668,12,No,23,18,0,3,0,0,3,2,4,4,3,3,3,No,0,7+ yrs
1444,37,Male,Single,Research & Development,Laboratory Technician,1,Medical,Travel_Rarely,4,5,13997,11,Yes,32,27,0,0,1,0,4,0,3,1,3,4,3,Yes,1,7+ yrs
1445,50,Female,Divorced,Research & Development,Manufacturing Director,5,Medical,Travel_Rarely,4,1,1407,13,No,4,1,1,1,1,2,5,1,2,4,4,1,3,Yes,1,0-1 yrs
1446,24,Male,Married,Research & Development,Research Director,2,Marketing,Travel_Rarely,15,3,8708,16,No,12,6,2,0,1,4,3,0,1,4,3,3,3,No,0,4-6 yrs
1447,38,Female,Single,Research & Development,Manufacturing Director,3,Other,Travel_Rarely,4,1,3610,20,No,13,10,1,1,1,4,4,2,2,1,4,3,3,No,0,7+ yrs
1448,39,Male,Divorced,Sales,Manager,3,Other,Travel_Rarely,20,2,7384,17,No,11,4,1,0,0,0,3,0,4,3,3,3,3,No,0,4-6 yrs
1449,34,Male,Married,Sales,Sales Representative,3,Technical Degree,Travel_Rarely,1,1,3571,13,No,3,0,0,0,0,3,1,0,4,4,4,2,4,No,0,0-1 yrs
1450,41,Female,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,1,1,4606,17,No,18,12,0,6,3,1,3,0,4,1,3,1,4,No,0,7+ yrs
1451,54,Male,Divorced,Research & Development,Research Director,2,Medical,Travel_Frequently,2,1,5964,15,No,15,8,2,0,0,6,2,0,3,4,2,4,3,No,0,7+ yrs
1452,47,Female,Married,Sales,Sales Executive,2,Life Sciences,Travel_Frequently,2,4,11668,11,No,8,2,2,0,0,5,6,1,4,3,3,2,3,No,0,2-3 yrs
1453,28,Female,Divorced,Sales,Sales Representative,3,Human Resources,Travel_Rarely,7,2,5936,11,No,12,12,3,0,0,3,2,2,4,1,2,4,3,No,0,7+ yrs
1454,44,Female,Single,Research & Development,Manufacturing Director,2,Technical Degree,Non-Travel,1,5,13518,13,No,37,30,0,0,0,2,0,0,4,4,3,3,3,No,0,7+ yrs
1455,41,Female,Married,Research & Development,Research Director,3,Medical,Travel_Rarely,19,2,3390,11,No,8,2,0,0,1,5,1,0,2,3,2,3,3,Yes,1,2-3 yrs
1456,34,Female,Single,Sales,Sales Representative,3,Technical Degree,Travel_Rarely,9,1,4274,12,Yes,7,7,0,1,0,3,4,0,3,4,3,3,3,Yes,1,7+ yrs
1457,35,Female,Single,Sales,Sales Representative,3,Marketing,Travel_Rarely,29,2,6340,15,No,7,1,1,1,0,5,3,2,4,4,3,2,3,Yes,1,0-1 yrs
1458,35,Female,Married,Research & Development,Laboratory Technician,2,Technical Degree,Travel_Frequently,22,3,7679,18,Yes,6,5,0,5,0,1,2,1,3,4,2,2,3,No,0,4-6 yrs
1459,37,Female,Single,Human Resources,Human Resources,3,Life Sciences,Travel_Rarely,3,2,6914,13,No,10,5,0,2,2,2,0,1,3,2,2,2,3,No,0,4-6 yrs
1460,30,Female,Divorced,Sales,Sales Executive,3,Other,Non-Travel,8,1,6080,16,No,2,0,0,0,0,4,3,1,4,4,2,3,3,Yes,1,0-1 yrs
1461,35,Female,Married,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,8,2,7402,16,No,15,10,0,4,2,1,3,1,4,4,3,2,3,No,0,7+ yrs
1462,26,Female,Married,Research & Development,Research Scientist,2,Technical Degree,Travel_Rarely,6,1,4373,11,No,12,5,5,2,2,1,2,0,3,4,4,2,3,No,0,4-6 yrs
1463,32,Female,Divorced,Research & Development,Research Director,5,Human Resources,Travel_Rarely,15,5,9596,19,No,4,0,0,0,0,5,2,1,2,2,3,3,3,No,0,0-1 yrs
1464,23,Male,Married,Human Resources,Human Resources,2,Medical,Travel_Rarely,10,4,10590,20,No,5,2,1,2,1,4,3,1,2,3,3,4,3,No,0,2-3 yrs
1465,36,Male,Divorced,Research & Development,Research Scientist,2,Medical,Travel_Rarely,1,2,6839,11,No,16,12,1,1,0,1,4,1,3,2,2,3,3,No,0,7+ yrs
1466,50,Female,Single,Sales,Sales Executive,2,Human Resources,Travel_Frequently,12,1,4760,20,No,3,2,1,1,2,1,3,1,3,4,3,1,3,No,0,2-3 yrs
1467,32,Female,Married,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,4,2,4358,19,Yes,3,1,1,0,1,0,3,1,2,3,1,2,3,No,0,0-1 yrs
1468,35,Male,Single,Research & Development,Laboratory Technician,5,Marketing,Travel_Rarely,4,2,7770,11,Yes,8,5,5,0,2,5,3,1,3,1,1,2,4,Yes,1,4-6 yrs
1469,38,Male,Divorced,Research & Development,Laboratory Technician,4,Medical,Travel_Rarely,1,2,8184,13,No,23,23,1,0,3,0,5,2,3,2,3,3,3,No,0,7+ yrs
1470,19,Female,Single,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,13,2,5866,15,No,15,8,1,1,3,1,6,2,3,4,3,3,3,No,0,7+ yrs
1471,46,Female,Married,Sales,Manager,3,Technical Degree,Travel_Frequently,8,1,6059,18,Yes,7,2,2,2,0,3,5,0,4,1,1,2,3,Yes,1,2-3 yrs
1472,35,Male,Single,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,9,3,9128,15,No,6,2,2,1,2,4,3,2,2,2,2,2,4,Yes,1,2-3 yrs
1473,45,Male,Married,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,9,2,6390,17,Yes,5,3,3,0,0,3,3,2,2,2,3,3,4,Yes,1,2-3 yrs
1474,22,Male,Married,Sales,Sales Representative,2,Medical,Travel_Frequently,18,4,9779,19,Yes,2,0,0,0,0,2,1,0,3,1,4,3,3,No,0,0-1 yrs
1475,40,Male,Married,Research & Development,Research Scientist,2,Other,Travel_Rarely,2,2,5562,13,No,14,14,3,5,0,2,2,2,4,2,4,4,3,No,0,7+ yrs
1476,42,Female,Single,Research & Development,Research Scientist,5,Human Resources,Travel_Frequently,29,4,7381,16,Yes,8,1,0,1,0,5,3,1,1,3,2,3,3,Yes,1,0-1 yrs
1477,29,Female,Single,Research & Development,Laboratory Technician,2,Medical,Travel_Rarely,13,5,10346,11,Yes,9,3,0,0,0,2,3,0,2,2,4,3,3,No,0,2-3 yrs
1478,50,Male,Single,Sales,Manager,2,Other,Travel_Rarely,11,3,6833,18,Yes,10,8,4,1,4,3,3,3,3,4,4,3,4,Yes,1,7+ yrs
1479,46,Female,Divorced,Research & Development,Research Scientist,3,Marketing,Travel_Frequently,4,2,2615,11,No,4,1,1,1,0,1,3,1,1,1,2,4,3,No,0,0-1 yrs
1480,41,Male,Married,Human Resources,Human Resources,4,Marketing,Travel_Frequently,4,2,5862,14,No,0,0,0,0,0,3,2,1,4,2,3,3,3,No,0,0-1 yrs
1481,31,Female,Single,Research & Development,Research Scientist,4,Human Resources,Travel_Rarely,2,1,5651,19,No,14,10,1,1,0,2,4,0,2,2,3,2,3,No,0,7+ yrs
1482,42,Female,Married,Research & Development,Research Director,3,Marketing,Non-Travel,1,2,6762,19,No,2,0,0,0,0,1,3,0,3,3,3,1,3,No,0,0-1 yrs
1483,25,Male,Married,Research & Development,Research Scientist,3,Medical,Non-Travel,4,2,5892,19,No,12,6,0,0,0,2,2,0,4,1,4,3,3,No,0,4-6 yrs
1484,43,Male,Single,Sales,Sales Representative,3,Marketing,Travel_Rarely,1,1,6376,11,No,11,6,0,4,4,5,4,1,2,3,4,1,3,Yes,1,4-6 yrs
1485,35,Male,Single,Research & Development,Research Scientist,3,Medical,Travel_Frequently,9,1,2787,11,No,4,0,0,0,0,1,4,1,1,2,4,3,4,No,0,0-1 yrs
1486,36,Male,Married,Research & Development,Manufacturing Director,5,Marketing,Travel_Frequently,21,1,3563,18,No,11,5,1,4,0,1,1,2,2,3,3,3,3,No,0,4-6 yrs
1487,36,Female,Single,Research & Development,Research Director,3,Life Sciences,Travel_Frequently,6,1,4625,11,Yes,11,8,0,3,6,6,4,1,4,1,3,3,3,No,0,7+ yrs
1488,41,Male,Single,Research & Development,Research Director,2,Human Resources,Non-Travel,3,1,5629,11,No,3,0,0,0,0,1,4,0,3,1,4,3,3,No,0,0-1 yrs
1489,46,Female,Married,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,4,3,9284,11,Yes,9,8,0,8,0,2,3,0,3,2,3,2,3,No,0,7+ yrs
1490,40,Male,Married,Research & Development,Research Scientist,3,Technical Degree,Travel_Rarely,9,2,4874,11,No,5,5,0,1,0,3,5,1,1,2,2,2,3,No,0,4-6 yrs
1491,45,Female,Single,Research & Development,Research Director,2,Technical Degree,Travel_Frequently,14,1,4651,14,Yes,5,5,3,3,5,1,2,1,4,1,3,3,3,No,0,4-6 yrs
1492,38,Male,Single,Research & Development,Laboratory Technician,5,Life Sciences,Non-Travel,7,2,6360,14,Yes,8,2,1,2,2,1,1,1,3,3,2,3,3,No,0,2-3 yrs
1493,25,Male,Divorced,Research & Development,Laboratory Technician,3,Human Resources,Non-Travel,1,2,4675,14,Yes,2,0,0,0,0,3,3,0,1,1,2,3,3,No,0,0-1 yrs
1494,39,Female,Divorced,Sales,Sales Representative,3,Marketing,Travel_Frequently,1,4,9841,19,No,13,10,1,1,5,7,1,0,1,1,3,3,4,No,0,7+ yrs
1495,31,Male,Single,Research & Development,Research Director,3,Marketing,Travel_Rarely,1,1,3847,20,Yes,7,7,5,3,0,2,3,2,1,3,3,3,4,No,0,7+ yrs
1496,46,Male,Single,Sales,Manager,1,Other,Travel_Rarely,2,1,3457,15,Yes,9,5,4,3,3,2,2,1,3,3,2,2,3,Yes,1,4-6 yrs
1497,36,Female,Single,Sales,Sales Representative,3,Medical,Travel_Frequently,14,1,3319,15,Yes,7,0,0,0,0,2,6,0,1,1,2,2,3,No,0,0-1 yrs
1498,41,Female,Married,Sales,Sales Representative,3,Human Resources,Travel_Rarely,1,3,8126,11,No,8,1,1,1,1,1,5,1,1,1,3,3,3,No,0,0-1 yrs
1499,38,Female,Married,Research & Development,Manufacturing Director,4,Human Resources,Travel_Rarely,8,2,7524,18,Yes,6,0,0,0,0,1,4,1,2,3,4,4,3,No,0,0-1 yrs
1500,43,Female,Married,Human Resources,Human Resources,3,Life Sciences,Travel_Frequently,1,1,4348,12,No,4,3,0,0,1,2,3,1,4,1,3,3,3,No,0,2-3 yrs
1501,43,Male,Married,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,3,1,5163,15,No,2,2,2,2,1,6,2,1,3,3,3,2,3,No,0,2-3 yrs
1502,34,Female,Married,Sales,Sales Executive,5,Human Resources,Travel_Rarely,3,1,5336,13,No,16,9,9,1,0,4,2,0,2,4,4,1,4,No,0,7+ yrs
1503,39,Male,Single,Sales,Manager,4,Human Resources,Travel_Rarely,10,3,7966,14,No,4,0,0,0,0,2,3,3,3,4,3,2,3,Yes,1,0-1 yrs
1504,35,Female,Single,Sales,Sales Representative,2,Life Sciences,Non-Travel,19,4,9175,11,No,3,0,0,0,0,0,6,1,3,2,3,3,3,No,0,0-1 yrs
1505,42,Male,Married,Sales,Sales Executive,3,Other,Travel_Rarely,14,2,5587,14,No,5,3,3,0,1,1,3,1,2,1,3,3,3,No,0,2-3 yrs
1506,18,Female,Divorced,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,4,1,3724,14,Yes,19,14,2,4,0,2,3,0,1,1,2,2,3,No,0,7+ yrs
1507,39,Male,Married,Research & Development,Research Director,5,Technical Degree,Travel_Rarely,29,4,12827,17,Yes,26,23,0,8,0,3,0,0,2,3,3,2,4,No,0,7+ yrs
1508,60,Female,Married,Research & Development,Manufacturing Director,4,Human Resources,Travel_Rarely,4,3,6400,12,No,9,2,0,1,2,2,2,0,3,2,3,2,4,No,0,2-3 yrs
1509,47,Male,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,9,2,6906,11,No,12,9,3,0,6,4,2,1,3,2,4,2,3,Yes,1,7+ yrs
1510,33,Female,Single,Research & Development,Research Director,1,Medical,Travel_Rarely,9,1,5475,13,Yes,10,4,4,1,4,3,2,1,4,3,2,2,3,No,0,4-6 yrs
1511,48,Female,Married,Research & Development,Research Scientist,4,Human Resources,Travel_Rarely,6,4,10687,17,Yes,22,22,1,1,0,3,5,1,2,3,2,3,3,Yes,1,7+ yrs
1512,60,Female,Married,Research & Development,Laboratory Technician,2,Life Sciences,Non-Travel,8,2,4551,15,No,7,1,1,1,0,3,4,1,2,2,3,3,3,No,0,0-1 yrs
1513,60,Male,Single,Research & Development,Manufacturing Director,2,Other,Non-Travel,6,3,8095,15,Yes,2,2,2,1,1,3,2,2,1,3,4,3,4,No,0,2-3 yrs
1514,45,Male,Divorced,Research & Development,Manufacturing Director,5,Marketing,Non-Travel,3,5,8978,16,No,3,1,0,1,1,3,2,0,3,4,2,3,3,Yes,1,0-1 yrs
1515,32,Female,Married,Sales,Sales Representative,4,Medical,Non-Travel,2,2,6456,12,No,8,2,2,2,2,6,2,2,3,3,3,2,3,No,0,2-3 yrs
1516,25,Male,Married,Research & Development,Laboratory Technician,3,Other,Travel_Rarely,15,3,6564,21,Yes,6,2,1,2,0,1,4,2,3,2,3,3,3,No,0,2-3 yrs
1517,36,Female,Married,Sales,Sales Executive,5,Technical Degree,Travel_Rarely,20,4,10316,14,Yes,3,3,0,1,0,1,2,0,2,3,3,4,3,No,0,2-3 yrs
1518,31,Male,Single,Sales,Sales Representative,3,Medical,Travel_Rarely,3,2,7289,21,No,11,7,1,2,7,4,2,2,1,2,3,1,3,No,0,7+ yrs
1519,36,Male,Divorced,Research & Development,Research Director,4,Other,Travel_Rarely,20,2,7890,16,Yes,7,4,1,3,1,3,2,0,4,2,3,3,4,Yes,1,4-6 yrs
1520,47,Female,Divorced,Research & Development,Research Scientist,2,Life Sciences,Travel_Rarely,1,2,5453,11,No,8,4,2,4,2,5,2,1,3,3,3,3,3,Yes,1,4-6 yrs
1521,36,Male,Single,Research & Development,Laboratory Technician,1,Technical Degree,Travel_Rarely,1,5,9085,18,No,1,1,1,0,1,3,3,2,3,4,2,1,3,No,0,0-1 yrs
1522,41,Male,Divorced,Sales,Sales Representative,5,Human Resources,Non-Travel,1,1,4861,11,Yes,11,4,4,0,0,0,3,1,3,3,3,3,3,No,0,4-6 yrs
1523,34,Male,Married,Research & Development,Laboratory Technician,2,Human Resources,Travel_Rarely,1,2,5550,11,No,0,0,0,0,0,4,5,2,3,1,3,3,3,Yes,1,0-1 yrs
1524,31,Female,Married,Research & Development,Manufacturing Director,1,Marketing,Travel_Rarely,8,2,4772,14,Yes,3,0,0,0,0,4,3,0,3,4,4,1,3,No,0,0-1 yrs
1525,33,Male,Married,Sales,Sales Representative,3,Other,Travel_Rarely,2,1,3696,18,Yes,15,15,0,4,9,8,4,1,4,4,1,3,3,Yes,1,7+ yrs
1526,31,Female,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,27,2,4692,13,Yes,8,1,1,0,0,4,4,1,2,3,3,2,3,Yes,1,0-1 yrs
1527,29,Female,Married,Research & Development,Research Director,4,Human Resources,Travel_Rarely,10,1,3070,16,Yes,3,1,1,1,0,2,2,1,2,4,4,2,3,Yes,1,0-1 yrs
